IIoT,Cloud Services,"AI,CV,PM,RPA",Cyber Security,AR/VR,Digital Twin,DM & BI
0.0,0.20833333333333334,0.125,0.125,0.0,0.16666666666666666,0.125
0.0,0.0,0.375,0.4583333333333333,0.16666666666666666,0.5416666666666666,0.4166666666666667
0.0,0.25,0.0,0.20833333333333334,0.041666666666666664,0.5,0.2916666666666667
0.0,0.3333333333333333,0.2916666666666667,0.0,0.125,0.375,0.375
0.0,0.125,0.08333333333333333,0.125,0.0,0.125,0.0
0.0,0.25,0.3333333333333333,0.2916666666666667,0.25,0.0,0.375
0.125,0.20833333333333334,0.3333333333333333,0.3333333333333333,0.0,0.4166666666666667,0.0
